,city,number,update_time
2622,wh, 75992 ,2019-04-15
2623,cq, 69506 ,2019-04-15
2624,bj, 61878 ,2019-04-15
2625,sz, 41146 ,2019-04-15
2626,sh, 54534 ,2019-04-15
2627,gz, 41726 ,2019-04-15
2628,hz, 33187 ,2019-04-15
2629,lf, 4227 ,2019-04-15
2630,xm, 13045 ,2019-04-15
2631,zz, 61481 ,2019-04-15
2632,hf, 51119 ,2019-04-15
2633,nj, 49508 ,2019-04-15
2634,cs, 7739 ,2019-04-15
2635,cd, 82456 ,2019-04-16
2636,wh, 76201 ,2019-04-16
2637,cq, 69840 ,2019-04-16
2638,bj, 61995 ,2019-04-16
2639,sz, 41070 ,2019-04-16
2640,sh, 54483 ,2019-04-16
2641,gz, 41739 ,2019-04-16
2642,hz, 33259 ,2019-04-16
2643,lf, 4253 ,2019-04-16
2644,xm, 13083 ,2019-04-16
2645,zz, 61687 ,2019-04-16
2646,hf, 51361 ,2019-04-16
2647,nj, 49532 ,2019-04-16
2648,cs, 7755 ,2019-04-16
2649,cd, 82596 ,2019-04-17
2650,wh, 76469 ,2019-04-17
2651,cq, 69967 ,2019-04-17
2652,bj, 62225 ,2019-04-17
2653,sz, 41119 ,2019-04-17
2654,bj, 62225 ,2019-04-17
2655,sh, 54469 ,2019-04-17
2656,gz, 41808 ,2019-04-17
2657,hz, 33322 ,2019-04-17
2658,gz, 41808 ,2019-04-17
2659,lf, 4279 ,2019-04-17
2660,xm, 13147 ,2019-04-17
2661,zz, 61851 ,2019-04-17
2662,xm, 13147 ,2019-04-17
2663,hf, 51514 ,2019-04-17
2664,hz, 33322 ,2019-04-17
2665,nj, 49624 ,2019-04-17
2666,cs, 7792 ,2019-04-17
2667,nj, 49624 ,2019-04-17
2668,cs, 7792 ,2019-04-17
2669,cd, 82723 ,2019-04-18
2670,wh, 76516 ,2019-04-18
2671,cq, 70063 ,2019-04-18
2672,bj, 62579 ,2019-04-18
2673,sz, 41124 ,2019-04-18
2674,sh, 54707 ,2019-04-18
2675,gz, 41788 ,2019-04-18
2676,hz, 33408 ,2019-04-18
2677,lf, 4326 ,2019-04-18
2678,xm, 13180 ,2019-04-18
2679,zz, 61898 ,2019-04-18
2680,hf, 51533 ,2019-04-18
2681,nj, 49717 ,2019-04-18
2682,cs, 7818 ,2019-04-18
2683,cd, 83555 ,2019-04-20
2684,wh, 77138 ,2019-04-20
2685,cq, 71115 ,2019-04-20
2686,bj, 63448 ,2019-04-20
2687,sz, 41853 ,2019-04-20
2688,sh, 60255 ,2019-04-20
2689,gz, 42333 ,2019-04-20
2690,hz, 33628 ,2019-04-20
2691,lf, 4646 ,2019-04-20
2692,xm, 13609 ,2019-04-20
2693,zz, 62460 ,2019-04-20
2694,hf, 51901 ,2019-04-20
2695,nj, 50126 ,2019-04-20
2696,cs, 7894 ,2019-04-20
2697,cd, 83710 ,2019-04-21
2698,wh, 77199 ,2019-04-21
2699,cq, 71248 ,2019-04-21
2700,bj, 63523 ,2019-04-21
2701,sz, 41983 ,2019-04-21
2702,sh, 60721 ,2019-04-21
2703,gz, 42421 ,2019-04-21
2704,hz, 33648 ,2019-04-21
2705,lf, 4698 ,2019-04-21
2706,xm, 13661 ,2019-04-21
2707,zz, 62597 ,2019-04-21
2708,hf, 52000 ,2019-04-21
2709,nj, 50274 ,2019-04-21
2710,cs, 7906 ,2019-04-21
2711,cd, 83820 ,2019-04-22
2712,wh, 77219 ,2019-04-22
2713,cq, 71575 ,2019-04-22
2714,bj, 63593 ,2019-04-22
2715,sz, 41792 ,2019-04-22
2716,sh, 62176 ,2019-04-22
2717,gz, 42510 ,2019-04-22
2718,hz, 33686 ,2019-04-22
2719,lf, 4843 ,2019-04-22
2720,xm, 13776 ,2019-04-22
2721,zz, 62911 ,2019-04-22
2722,hf, 52198 ,2019-04-22
2723,nj, 50501 ,2019-04-22
2724,cs, 7957 ,2019-04-22
2725,cd, 83860 ,2019-04-23
2726,wh, 77294 ,2019-04-23
2727,cq, 71798 ,2019-04-23
2728,bj, 63645 ,2019-04-23
2729,sz, 41555 ,2019-04-23
2730,sh, 62785 ,2019-04-23
2731,gz, 42609 ,2019-04-23
2732,hz, 33841 ,2019-04-23
2733,lf, 4876 ,2019-04-23
2734,xm, 13812 ,2019-04-23
2735,zz, 63060 ,2019-04-23
2736,hf, 52341 ,2019-04-23
2737,nj, 50611 ,2019-04-23
2738,cs, 7970 ,2019-04-23
2739,cd, 84134 ,2019-04-24
2740,wh, 77425 ,2019-04-24
2741,cq, 71932 ,2019-04-24
2742,bj, 63881 ,2019-04-24
2743,sz, 41732 ,2019-04-24
2744,sh, 62640 ,2019-04-24
2745,gz, 42681 ,2019-04-24
2746,hz, 20319 ,2019-04-24
2747,lf, 4990 ,2019-04-24
2748,xm, 14005 ,2019-04-24
2749,zz, 63262 ,2019-04-24
2750,hf, 52631 ,2019-04-24
2751,nj, 50706 ,2019-04-24
2752,cs, 7988 ,2019-04-24
2753,cd, 84428 ,2019-04-25
2754,wh, 77486 ,2019-04-25
2755,cq, 72181 ,2019-04-25
2756,bj, 64148 ,2019-04-25
2757,sz, 41969 ,2019-04-25
2758,sh, 64924 ,2019-04-25
2759,gz, 42809 ,2019-04-25
2760,hz, 22184 ,2019-04-25
2761,lf, 5089 ,2019-04-25
2762,xm, 14129 ,2019-04-25
2763,zz, 63372 ,2019-04-25
2764,hf, 52642 ,2019-04-25
2765,nj, 50792 ,2019-04-25
2766,cs, 8009 ,2019-04-25
2767,cd, 84763 ,2019-04-26
2768,wh, 77555 ,2019-04-26
2769,cq, 72630 ,2019-04-26
2770,bj, 64442 ,2019-04-26
2771,sz, 42073 ,2019-04-26
2772,sh, 66991 ,2019-04-26
2773,gz, 42557 ,2019-04-26
2774,hz, 23110 ,2019-04-26
2775,lf, 5185 ,2019-04-26
2776,xm, 14296 ,2019-04-26
2777,zz, 63480 ,2019-04-26
2778,hf, 52745 ,2019-04-26
2779,nj, 50987 ,2019-04-26
2780,cs, 8027 ,2019-04-26
2781,cd, 85277 ,2019-04-28
2782,wh, 77846 ,2019-04-28
2783,cq, 73513 ,2019-04-28
2784,bj, 64942 ,2019-04-28
2785,sz, 42590 ,2019-04-28
2786,sh, 70086 ,2019-04-28
2787,gz, 42977 ,2019-04-28
2788,hz, 24006 ,2019-04-28
2789,lf, 5313 ,2019-04-28
2790,xm, 14555 ,2019-04-28
2791,zz, 63807 ,2019-04-28
2792,hf, 53259 ,2019-04-28
2793,nj, 51427 ,2019-04-28
2794,cs, 8072 ,2019-04-28
2795,cd, 85478 ,2019-04-29
2796,wh, 77950 ,2019-04-29
2797,cq, 74011 ,2019-04-29
2798,bj, 65191 ,2019-04-29
2799,sz, 42531 ,2019-04-29
2800,sh, 72898 ,2019-04-29
2801,gz, 42936 ,2019-04-29
2802,hz, 24187 ,2019-04-29
2803,lf, 5400 ,2019-04-29
2804,xm, 14689 ,2019-04-29
2805,zz, 64051 ,2019-04-29
2806,hf, 53493 ,2019-04-29
2807,nj, 51629 ,2019-04-29
2808,cs, 8140 ,2019-04-29
2809,cd, 85651 ,2019-04-30
2810,wh, 78059 ,2019-04-30
2811,cq, 74411 ,2019-04-30
2812,bj, 65298 ,2019-04-30
2813,sz, 42613 ,2019-04-30
2814,sh, 75984 ,2019-04-30
2815,gz, 42741 ,2019-04-30
2816,hz, 24581 ,2019-04-30
2817,lf, 5478 ,2019-04-30
2818,xm, 14814 ,2019-04-30
2819,zz, 64296 ,2019-04-30
2820,hf, 54388 ,2019-04-30
2821,nj, 51803 ,2019-04-30
2822,cs, 8141 ,2019-04-30
2823,cd, 85736 ,2019-05-02
2824,wh, 78353 ,2019-05-02
2825,cq, 74866 ,2019-05-02
2826,bj, 65724 ,2019-05-02
2827,sz, 42840 ,2019-05-02
2828,sh, 75996 ,2019-05-02
2829,gz, 43122 ,2019-05-02
2830,hz, 24730 ,2019-05-02
2831,lf, 5599 ,2019-05-02
2832,xm, 14940 ,2019-05-02
2833,zz, 64554 ,2019-05-02
2834,hf, 55009 ,2019-05-02
2835,nj, 52008 ,2019-05-02
2836,cs, 8160 ,2019-05-02
2837,cd, 85737 ,2019-05-03
2838,wh, 78383 ,2019-05-03
2839,cq, 75026 ,2019-05-03
2840,bj, 65909 ,2019-05-03
2841,sz, 42908 ,2019-05-03
2842,sh, 75966 ,2019-05-03
2843,gz, 43284 ,2019-05-03
2844,hz, 24736 ,2019-05-03
2845,lf, 5665 ,2019-05-03
2846,xm, 14955 ,2019-05-03
2847,zz, 64640 ,2019-05-03
2848,hf, 55127 ,2019-05-03
2849,nj, 52101 ,2019-05-03
2850,cs, 8180 ,2019-05-03
2851,cd, 85967 ,2019-05-04
2852,wh, 78713 ,2019-05-04
2853,cq, 75496 ,2019-05-04
2854,bj, 66031 ,2019-05-04
2855,sz, 43143 ,2019-05-04
2856,sh, 76333 ,2019-05-04
2857,gz, 43640 ,2019-05-04
2858,hz, 24757 ,2019-05-04
2859,lf, 5817 ,2019-05-04
2860,xm, 15105 ,2019-05-04
2861,zz, 65044 ,2019-05-04
2862,hf, 55484 ,2019-05-04
2863,nj, 52375 ,2019-05-04
2864,cs, 8202 ,2019-05-04
2865,cd, 85966 ,2019-05-05
2866,wh, 78765 ,2019-05-05
2867,cq, 75560 ,2019-05-05
2868,bj, 65954 ,2019-05-05
2869,sz, 43197 ,2019-05-05
2870,sh, 76380 ,2019-05-05
2871,gz, 43700 ,2019-05-05
2872,hz, 24735 ,2019-05-05
2873,lf, 5825 ,2019-05-05
2874,xm, 15127 ,2019-05-05
2875,zz, 65126 ,2019-05-05
2876,hf, 55516 ,2019-05-05
2877,nj, 52435 ,2019-05-05
2878,cs, 8203 ,2019-05-05
2879,cd, 86007 ,2019-05-06
2880,wh, 79699 ,2019-05-06
2881,cq, 75739 ,2019-05-06
2882,bj, 66049 ,2019-05-06
2883,sz, 43410 ,2019-05-06
2884,sh, 76258 ,2019-05-06
2885,gz, 43601 ,2019-05-06
2886,hz, 25023 ,2019-05-06
2887,lf, 5962 ,2019-05-06
2888,xm, 15221 ,2019-05-06
2889,zz, 65358 ,2019-05-06
2890,hf, 55770 ,2019-05-06
2891,nj, 52680 ,2019-05-06
2892,cs, 8229 ,2019-05-06
2893,cd, 86048 ,2019-05-07
2894,wh, 80510 ,2019-05-07
2895,cq, 75919 ,2019-05-07
2896,bj, 66117 ,2019-05-07
2897,sz, 43527 ,2019-05-07
2898,sh, 76104 ,2019-05-07
2899,gz, 43716 ,2019-05-07
2900,hz, 25268 ,2019-05-07
2901,lf, 6013 ,2019-05-07
2902,xm, 15292 ,2019-05-07
2903,zz, 65509 ,2019-05-07
2904,hf, 55853 ,2019-05-07
2905,nj, 52793 ,2019-05-07
2906,cs, 8241 ,2019-05-07
2907,cd, 86267 ,2019-05-08
2908,wh, 81216 ,2019-05-08
2909,cq, 76055 ,2019-05-08
2910,bj, 66248 ,2019-05-08
2911,sz, 43708 ,2019-05-08
2912,sh, 76029 ,2019-05-08
2913,gz, 43884 ,2019-05-08
2914,hz, 25494 ,2019-05-08
2915,lf, 6110 ,2019-05-08
2916,xm, 15381 ,2019-05-08
2917,zz, 65684 ,2019-05-08
2918,hf, 55929 ,2019-05-08
2919,nj, 52953 ,2019-05-08
2920,cs, 8299 ,2019-05-08
2921,cd, 86781 ,2019-05-09
2922,wh, 81641 ,2019-05-09
2923,cq, 76793 ,2019-05-09
2924,bj, 66694 ,2019-05-09
2925,sz, 44019 ,2019-05-09
2926,sh, 76358 ,2019-05-09
2927,gz, 44182 ,2019-05-09
2928,hz, 26198 ,2019-05-09
2929,lf, 6204 ,2019-05-09
2930,xm, 15519 ,2019-05-09
2931,zz, 66015 ,2019-05-09
2932,hf, 56202 ,2019-05-09
2933,nj, 53201 ,2019-05-09
2934,cs, 8347 ,2019-05-09
2935,cd, 86886 ,2019-05-10
2936,wh, 81702 ,2019-05-10
2937,cq, 76813 ,2019-05-10
2938,bj, 66922 ,2019-05-10
2939,sz, 44135 ,2019-05-10
2940,sh, 76133 ,2019-05-10
2941,gz, 43967 ,2019-05-10
2942,hz, 26515 ,2019-05-10
2943,lf, 6277 ,2019-05-10
2944,xm, 15566 ,2019-05-10
2945,zz, 66143 ,2019-05-10
2946,hf, 56325 ,2019-05-10
2947,nj, 53270 ,2019-05-10
2948,cs, 8367 ,2019-05-10
2949,cd, 87415 ,2019-05-11
2950,wh, 82640 ,2019-05-11
2951,cq, 77570 ,2019-05-11
2952,bj, 67384 ,2019-05-11
2953,sz, 44520 ,2019-05-11
2954,sh, 76294 ,2019-05-11
2955,gz, 44492 ,2019-05-11
2956,hz, 27168 ,2019-05-11
2957,lf, 6425 ,2019-05-11
2958,xm, 15730 ,2019-05-11
2959,zz, 66584 ,2019-05-11
2960,hf, 56614 ,2019-05-11
2961,nj, 53645 ,2019-05-11
2962,cs, 8430 ,2019-05-11
2963,cd, 87407 ,2019-05-12
2964,wh, 82642 ,2019-05-12
2965,cq, 77565 ,2019-05-12
2966,bj, 67370 ,2019-05-12
2967,sz, 44540 ,2019-05-12
2968,sh, 76271 ,2019-05-12
2969,gz, 44497 ,2019-05-12
2970,hz, 27166 ,2019-05-12
2971,lf, 6425 ,2019-05-12
2972,xm, 15732 ,2019-05-12
2973,zz, 66585 ,2019-05-12
2974,hf, 56616 ,2019-05-12
2975,nj, 53638 ,2019-05-12
2976,cs, 8431 ,2019-05-12
2977,cd, 87597 ,2019-05-13
2978,wh, 82908 ,2019-05-13
2979,cq, 77943 ,2019-05-13
2980,bj, 67475 ,2019-05-13
2981,sz, 44034 ,2019-05-13
2982,sh, 76169 ,2019-05-13
2983,gz, 44618 ,2019-05-13
2984,hz, 27336 ,2019-05-13
2985,lf, 6543 ,2019-05-13
2986,xm, 15823 ,2019-05-13
2987,zz, 66889 ,2019-05-13
2988,hf, 57004 ,2019-05-13
2989,nj, 53911 ,2019-05-13
2990,cs, 8490 ,2019-05-13
2991,cd, 87596 ,2019-05-14
2992,wh, 83081 ,2019-05-14
2993,cq, 78086 ,2019-05-14
2994,bj, 67492 ,2019-05-14
2995,sz, 43534 ,2019-05-14
2996,sh, 75863 ,2019-05-14
2997,gz, 44492 ,2019-05-14
2998,hz, 27557 ,2019-05-14
2999,lf, 6605 ,2019-05-14
3000,xm, 15840 ,2019-05-14
3001,zz, 66927 ,2019-05-14
3002,hf, 57129 ,2019-05-14
3003,nj, 53915 ,2019-05-14
3004,cs, 8501 ,2019-05-14
3005,cd, 87683 ,2019-05-15
3006,wh, 82978 ,2019-05-15
3007,cq, 78412 ,2019-05-15
3008,bj, 67547 ,2019-05-15
3009,sz, 43211 ,2019-05-15
3010,sh, 75799 ,2019-05-15
3011,gz, 44548 ,2019-05-15
3012,hz, 27957 ,2019-05-15
3013,lf, 6663 ,2019-05-15
3014,xm, 15895 ,2019-05-15
3015,zz, 66982 ,2019-05-15
3016,hf, 57154 ,2019-05-15
3017,nj, 53950 ,2019-05-15
3018,cs, 8498 ,2019-05-15
3019,cd, 87989 ,2019-05-16
3020,wh, 83106 ,2019-05-16
3021,cq, 78594 ,2019-05-16
3022,bj, 67858 ,2019-05-16
3023,sz, 42906 ,2019-05-16
3024,sh, 75800 ,2019-05-16
3025,gz, 44793 ,2019-05-16
3026,hz, 28279 ,2019-05-16
3027,lf, 6717 ,2019-05-16
3028,xm, 16013 ,2019-05-16
3029,zz, 67145 ,2019-05-16
3030,hf, 57280 ,2019-05-16
3031,nj, 54143 ,2019-05-16
3032,cs, 8507 ,2019-05-16
3033,cd, 88389 ,2019-05-17
3034,wh, 83427 ,2019-05-17
3035,cq, 79007 ,2019-05-17
3036,bj, 68246 ,2019-05-17
3037,sz, 43263 ,2019-05-17
3038,sh, 75848 ,2019-05-17
3039,gz, 45112 ,2019-05-17
3040,hz, 28801 ,2019-05-17
3041,lf, 6820 ,2019-05-17
3042,xm, 16166 ,2019-05-17
3043,zz, 67275 ,2019-05-17
3044,hf, 57501 ,2019-05-17
3045,nj, 54485 ,2019-05-17
3046,cs, 8540 ,2019-05-17
3047,cd, 89080 ,2019-05-19
3048,wh, 83815 ,2019-05-19
3049,cq, 79778 ,2019-05-19
3050,bj, 68681 ,2019-05-19
3051,sz, 43720 ,2019-05-19
3052,sh, 75887 ,2019-05-19
3053,gz, 45414 ,2019-05-19
3054,hz, 29099 ,2019-05-19
3055,lf, 7017 ,2019-05-19
3056,xm, 16314 ,2019-05-19
3057,zz, 67596 ,2019-05-19
3058,hf, 57914 ,2019-05-19
3059,nj, 55042 ,2019-05-19
3060,cs, 8600 ,2019-05-19
3061,cd, 89146 ,2019-05-20
3062,wh, 83821 ,2019-05-20
3063,cq, 80174 ,2019-05-20
3064,bj, 68650 ,2019-05-20
3065,sz, 43414 ,2019-05-20
3066,sh, 75810 ,2019-05-20
3067,gz, 45335 ,2019-05-20
3068,hz, 29050 ,2019-05-20
3069,lf, 7058 ,2019-05-20
3070,xm, 16317 ,2019-05-20
3071,zz, 67753 ,2019-05-20
3072,hf, 58073 ,2019-05-20
3073,nj, 55111 ,2019-05-20
3074,cs, 8613 ,2019-05-20
3075,cd, 89111 ,2019-05-21
3076,wh, 83902 ,2019-05-21
3077,cq, 80358 ,2019-05-21
3078,bj, 68649 ,2019-05-21
3079,sz, 43126 ,2019-05-21
3080,sh, 75476 ,2019-05-21
3081,gz, 45172 ,2019-05-21
3082,hz, 29163 ,2019-05-21
3083,lf, 7078 ,2019-05-21
3084,xm, 16351 ,2019-05-21
3085,zz, 67787 ,2019-05-21
3086,hf, 58161 ,2019-05-21
3087,nj, 55148 ,2019-05-21
3088,cs, 8626 ,2019-05-21
3089,cd, 89397 ,2019-05-22
3090,wh, 84089 ,2019-05-22
3091,cq, 80799 ,2019-05-22
3092,bj, 68811 ,2019-05-22
3093,sz, 43466 ,2019-05-22
3094,sh, 75528 ,2019-05-22
3095,gz, 45636 ,2019-05-22
3096,hz, 29583 ,2019-05-22
3097,lf, 7185 ,2019-05-22
3098,xm, 16441 ,2019-05-22
3099,zz, 67919 ,2019-05-22
3100,hf, 58320 ,2019-05-22
3101,nj, 55302 ,2019-05-22
3102,cs, 8650 ,2019-05-22
3103,cd, 90300 ,2019-05-24
3104,wh, 84494 ,2019-05-24
3105,cq, 81627 ,2019-05-24
3106,bj, 69567 ,2019-05-24
3107,sz, 44153 ,2019-05-24
3108,sh, 75561 ,2019-05-24
3109,gz, 45828 ,2019-05-24
3110,hz, 30406 ,2019-05-24
3111,lf, 7350 ,2019-05-24
3112,xm, 16621 ,2019-05-24
3113,zz, 68202 ,2019-05-24
3114,hf, 58628 ,2019-05-24
3115,nj, 55638 ,2019-05-24
3116,cs, 8765 ,2019-05-24
3117,cd, 90758 ,2019-05-25
3118,wh, 84622 ,2019-05-25
3119,cq, 82232 ,2019-05-25
3120,bj, 69898 ,2019-05-25
3121,sz, 44622 ,2019-05-25
3122,sh, 75871 ,2019-05-25
3123,gz, 46020 ,2019-05-25
3124,hz, 30684 ,2019-05-25
3125,lf, 7462 ,2019-05-25
3126,xm, 16761 ,2019-05-25
3127,zz, 68403 ,2019-05-25
3128,hf, 58917 ,2019-05-25
3129,nj, 55838 ,2019-05-25
3130,cs, 16030 ,2019-05-25
3131,cd, 90837 ,2019-05-26
3132,wh, 84673 ,2019-05-26
3133,cq, 82335 ,2019-05-26
3134,bj, 69923 ,2019-05-26
3135,sz, 44784 ,2019-05-26
3136,sh, 76077 ,2019-05-26
3137,gz, 46159 ,2019-05-26
3138,hz, 30689 ,2019-05-26
3139,lf, 7486 ,2019-05-26
3140,xm, 16794 ,2019-05-26
3141,zz, 68492 ,2019-05-26
3142,hf, 59016 ,2019-05-26
3143,nj, 55906 ,2019-05-26
3144,cs, 16050 ,2019-05-26
3145,cd, 91095 ,2019-05-27
3146,wh, 84838 ,2019-05-27
3147,cq, 82585 ,2019-05-27
3148,bj, 70154 ,2019-05-27
3149,sz, 44619 ,2019-05-27
3150,sh, 75828 ,2019-05-27
3151,gz, 46242 ,2019-05-27
3152,hz, 30808 ,2019-05-27
3153,lf, 7619 ,2019-05-27
3154,xm, 16873 ,2019-05-27
3155,zz, 68778 ,2019-05-27
3156,hf, 59526 ,2019-05-27
3157,nj, 56074 ,2019-05-27
3158,cs, 16068 ,2019-05-27
3159,cd, 91058 ,2019-05-28
3160,wh, 84842 ,2019-05-28
3161,cq, 82579 ,2019-05-28
3162,bj, 70104 ,2019-05-28
3163,sz, 44638 ,2019-05-28
3164,sh, 75832 ,2019-05-28
3165,gz, 46249 ,2019-05-28
3166,hz, 30821 ,2019-05-28
3167,lf, 7624 ,2019-05-28
3168,xm, 16876 ,2019-05-28
3169,zz, 68782 ,2019-05-28
3170,hf, 59532 ,2019-05-28
3171,nj, 56080 ,2019-05-28
3172,cs, 16078 ,2019-05-28
3173,cd, 91272 ,2019-05-29
3174,wh, 86273 ,2019-05-29
3175,cq, 82745 ,2019-05-29
3176,bj, 70159 ,2019-05-29
3177,sz, 44626 ,2019-05-29
3178,sh, 75963 ,2019-05-29
3179,gz, 46499 ,2019-05-29
3180,hz, 30993 ,2019-05-29
3181,lf, 7681 ,2019-05-29
3182,xm, 16986 ,2019-05-29
3183,zz, 68911 ,2019-05-29
3184,hf, 59779 ,2019-05-29
3185,nj, 56171 ,2019-05-29
3186,cs, 16112 ,2019-05-29
3187,cd, 91576 ,2019-05-30
3188,wh, 87053 ,2019-05-30
3189,cq, 83649 ,2019-05-30
3190,bj, 70553 ,2019-05-30
3191,sz, 44989 ,2019-05-30
3192,sh, 75846 ,2019-05-30
3193,gz, 46530 ,2019-05-30
3194,hz, 31342 ,2019-05-30
3195,lf, 7759 ,2019-05-30
3196,xm, 17103 ,2019-05-30
3197,zz, 68970 ,2019-05-30
3198,hf, 59915 ,2019-05-30
3199,nj, 56290 ,2019-05-30
3200,cs, 16151 ,2019-05-30
3201,cd, 91888 ,2019-05-31
3202,wh, 87910 ,2019-05-31
3203,cq, 83930 ,2019-05-31
3204,bj, 71064 ,2019-05-31
3205,sz, 44835 ,2019-05-31
3206,sh, 75741 ,2019-05-31
3207,gz, 46752 ,2019-05-31
3208,hz, 31902 ,2019-05-31
3209,lf, 7861 ,2019-05-31
3210,xm, 17245 ,2019-05-31
3211,zz, 69119 ,2019-05-31
3212,hf, 60054 ,2019-05-31
3213,nj, 56523 ,2019-05-31
3214,cs, 16190 ,2019-05-31
3215,cd, 92185 ,2019-06-02
3216,wh, 88440 ,2019-06-02
3217,cq, 84209 ,2019-06-02
3218,bj, 71317 ,2019-06-02
3219,sz, 45043 ,2019-06-02
3220,sh, 75920 ,2019-06-02
3221,gz, 46879 ,2019-06-02
3222,hz, 31926 ,2019-06-02
3223,lf, 7954 ,2019-06-02
3224,xm, 17288 ,2019-06-02
3225,zz, 67801 ,2019-06-02
3226,hf, 60460 ,2019-06-02
3227,nj, 56739 ,2019-06-02
3228,cs, 16354 ,2019-06-02
3229,cd, 92486 ,2019-06-03
3230,wh, 88504 ,2019-06-03
3231,cq, 84429 ,2019-06-03
3232,bj, 71395 ,2019-06-03
3233,sz, 45054 ,2019-06-03
3234,sh, 76071 ,2019-06-03
3235,gz, 46674 ,2019-06-03
3236,hz, 31865 ,2019-06-03
3237,lf, 8040 ,2019-06-03
3238,xm, 17205 ,2019-06-03
3239,zz, 68048 ,2019-06-03
3240,hf, 60653 ,2019-06-03
3241,nj, 56847 ,2019-06-03
3242,cs, 16423 ,2019-06-03
3243,cd, 92293 ,2019-06-04
3244,wh, 88425 ,2019-06-04
3245,cq, 84268 ,2019-06-04
3246,bj, 71413 ,2019-06-04
3247,sz, 44614 ,2019-06-04
3248,sh, 75856 ,2019-06-04
3249,gz, 46717 ,2019-06-04
3250,hz, 31936 ,2019-06-04
3251,lf, 8063 ,2019-06-04
3252,xm, 17306 ,2019-06-04
3253,zz, 68089 ,2019-06-04
3254,hf, 60819 ,2019-06-04
3255,nj, 56856 ,2019-06-04
3256,cs, 16508 ,2019-06-04
3257,cd, 92343 ,2019-06-05
3258,wh, 88674 ,2019-06-05
3259,cq, 84615 ,2019-06-05
3260,bj, 71451 ,2019-06-05
3261,sz, 44558 ,2019-06-05
3262,sh, 75557 ,2019-06-05
3263,gz, 46884 ,2019-06-05
3264,hz, 32122 ,2019-06-05
3265,lf, 8193 ,2019-06-05
3266,xm, 17414 ,2019-06-05
3267,zz, 68302 ,2019-06-05
3268,hf, 61187 ,2019-06-05
3269,nj, 56984 ,2019-06-05
3270,cs, 16598 ,2019-06-05
3271,cd, 92668 ,2019-06-06
3272,wh, 88819 ,2019-06-06
3273,cq, 84778 ,2019-06-06
3274,bj, 71750 ,2019-06-06
3275,sz, 44713 ,2019-06-06
3276,sh, 75783 ,2019-06-06
3277,gz, 47138 ,2019-06-06
3278,hz, 32390 ,2019-06-06
3279,lf, 8253 ,2019-06-06
3280,xm, 17509 ,2019-06-06
3281,zz, 68452 ,2019-06-06
3282,hf, 61275 ,2019-06-06
3283,nj, 57130 ,2019-06-06
3284,cs, 16706 ,2019-06-06
3285,cd, 93121 ,2019-06-07
3286,wh, 89103 ,2019-06-07
3287,cq, 85377 ,2019-06-07
3288,bj, 72373 ,2019-06-07
3289,sz, 45474 ,2019-06-07
3290,sh, 76199 ,2019-06-07
3291,gz, 47432 ,2019-06-07
3292,hz, 32800 ,2019-06-07
3293,lf, 8386 ,2019-06-07
3294,xm, 17625 ,2019-06-07
3295,zz, 68798 ,2019-06-07
3296,hf, 61507 ,2019-06-07
3297,nj, 57310 ,2019-06-07
3298,cs, 17138 ,2019-06-07
3299,cd, 93109 ,2019-06-08
3300,wh, 89115 ,2019-06-08
3301,cq, 85370 ,2019-06-08
3302,bj, 72381 ,2019-06-08
3303,sz, 45514 ,2019-06-08
3304,sh, 76220 ,2019-06-08
3305,gz, 47448 ,2019-06-08
3306,hz, 32799 ,2019-06-08
3307,lf, 8395 ,2019-06-08
3308,xm, 17624 ,2019-06-08
3309,zz, 68803 ,2019-06-08
3310,hf, 61504 ,2019-06-08
3311,nj, 57324 ,2019-06-08
3312,cs, 17148 ,2019-06-08
3313,cd, 93462 ,2019-06-09
3314,wh, 89254 ,2019-06-09
3315,cq, 85753 ,2019-06-09
3316,bj, 72430 ,2019-06-09
3317,sz, 45547 ,2019-06-09
3318,sh, 76571 ,2019-06-09
3319,gz, 47592 ,2019-06-09
3320,hz, 32834 ,2019-06-09
3321,lf, 8504 ,2019-06-09
3322,xm, 17691 ,2019-06-09
3323,zz, 69063 ,2019-06-09
3324,hf, 61607 ,2019-06-09
3325,nj, 57395 ,2019-06-09
3326,cs, 17262 ,2019-06-09
3327,cd, 93539 ,2019-06-11
3328,wh, 89746 ,2019-06-11
3329,cq, 86808 ,2019-06-11
3330,bj, 72484 ,2019-06-11
3331,sz, 45522 ,2019-06-11
3332,sh, 76996 ,2019-06-11
3333,gz, 48048 ,2019-06-11
3334,hz, 33209 ,2019-06-11
3335,lf, 8680 ,2019-06-11
3336,xm, 17758 ,2019-06-11
3337,zz, 69701 ,2019-06-11
3338,hf, 62186 ,2019-06-11
3339,nj, 57812 ,2019-06-11
3340,cs, 17358 ,2019-06-11
3341,cd, 93528 ,2019-06-12
3342,wh, 89743 ,2019-06-12
3343,cq, 86815 ,2019-06-12
3344,bj, 72481 ,2019-06-12
3345,sz, 45527 ,2019-06-12
3346,sh, 76991 ,2019-06-12
3347,gz, 48053 ,2019-06-12
3348,hz, 33211 ,2019-06-12
3349,lf, 8681 ,2019-06-12
3350,xm, 17757 ,2019-06-12
3351,zz, 69698 ,2019-06-12
3352,hf, 62186 ,2019-06-12
3353,nj, 57813 ,2019-06-12
3354,cs, 17358 ,2019-06-12
3355,cd, 93601 ,2019-06-13
3356,wh, 90087 ,2019-06-13
3357,cq, 86834 ,2019-06-13
